"PLAYER_ID","WEEKDAY","OPPOSITE_TEAM","SEASON_ID","RATING","ID"
1411,"6","LEG",1,4,161411
2342,"6","LEG",1,6,162342
2222,"6","LEG",1,3,162222
1194,"6","LEG",1,3,161194
777,"6","LEG",1,3,16777
2273,"6","LEG",1,4,162273
2001,"6","LEG",1,4,162001
1268,"6","LEG",1,4,161268
111,"6","LEG",1,2,16111
2466,"6","LEG",1,2,162466
1269,"6","LEG",1,2,161269
1715,"6","ŚLĄ",1,5,161715
2453,"6","ŚLĄ",1,3,162453
535,"6","ŚLĄ",1,3,16535
923,"6","ŚLĄ",1,4,16923
2428,"6","ŚLĄ",1,4,162428
2431,"6","ŚLĄ",1,4,162431
2317,"6","ŚLĄ",1,2,162317
1521,"6","ŚLĄ",1,5,161521
1319,"6","ŚLĄ",1,4,161319
1923,"6","ŚLĄ",1,3,161923
1898,"6","ŚLĄ",1,2,161898
2332,"6","LEG",1,2,162332
1925,"6","ŚLĄ",1,4,161925
2191,"6","ŚLĄ",1,5,162191
701,"6","ŚLĄ",1,3,16701
2471,"6","ŚLĄ",1,3,162471
1400,"6","STM",1,4,161400
2454,"6","STM",1,5,162454
501,"6","STM",1,5,16501
298,"6","STM",1,3,16298
1756,"6","STM",1,5,161756
2268,"6","STM",1,5,162268
2208,"6","STM",1,4,162208
2458,"6","STM",1,5,162458
2394,"6","STM",1,5,162394
2206,"6","STM",1,4,162206
1954,"6","STM",1,5,161954
1766,"6","KOR",1,4,161766
2196,"6","KOR",1,2,162196
2439,"6","KOR",1,3,162439
272,"6","KOR",1,5,16272
2220,"6","KOR",1,4,162220
2279,"6","KOR",1,4,162279
1751,"6","KOR",1,2,161751
2243,"6","KOR",1,3,162243
1263,"6","KOR",1,4,161263
658,"6","KOR",1,4,16658
1880,"6","KOR",1,5,161880
2163,"6","STM",1,5,162163
2393,"6","STM",1,5,162393
1637,"6","KOR",1,4,161637
1438,"6","KOR",1,5,161438
1444,"6","KOR",1,4,161444
2438,"6","KOR",1,5,162438
